timestamp,co,pm25,pm10,no2,so2,o3,aqi,temperature,humidity,pressure,wind_speed,rainfall
2025-12-07 18:00:00+00:00,1069.0,65.7,66.4,23.8,31.2,81.0,150,23.459879622393945,84.98211666693865,1019.4487637704137,6.035409328844459,0.0
2025-12-07 19:00:00+00:00,980.0,63.8,64.7,20.0,29.9,82.0,150,20.938481493323543,75.21555097527195,1016.3659067563498,3.0101997668399965,0.0
2025-12-07 20:00:00+00:00,878.0,62.2,63.3,16.2,28.6,83.0,150,35.32824384460777,32.38688653002532,1012.3077200800811,2.7149414474977585,0.0
2025-12-07 21:00:00+00:00,804.0,60.5,61.9,13.5,27.5,84.0,150,26.871118497567323,40.806345498964475,1006.8785088185532,2.463831865784359,0.0
2025-12-07 22:00:00+00:00,759.0,60.1,61.7,12.0,26.7,83.0,150,28.33764102343962,50.62772133456482,1011.9548837135699,2.729412477356388,0.0
2025-12-07 23:00:00+00:00,743.0,60.8,62.2,11.7,26.2,82.0,150,20.87625906893272,60.3913657531625,1008.7473977289535,5.059272712014796,0.0
2025-12-08 00:00:00+00:00,793.0,63.3,64.7,13.1,27.2,80.0,150,25.278086377374088,67.76488530703685,1010.0973827509764,-0.31779286699426024,0.0
2025-12-08 01:00:00+00:00,981.0,68.2,69.8,18.4,29.0,74.0,150,28.55461294854933,49.11384280269802,1015.942892022103,5.300150551944489,0.0
2025-12-08 02:00:00+00:00,1236.0,76.4,77.8,25.5,31.5,67.0,150,22.245032112888488,62.80150146715617,1021.3495225217571,0.8640642713247821,0.0
2025-12-08 03:00:00+00:00,1382.0,80.8,82.2,29.2,33.7,71.0,150,29.87849009172836,48.66925601470016,1014.9733576491149,2.600021506148378,0.0
2025-12-08 04:00:00+00:00,1319.0,83.1,84.5,26.5,35.2,97.0,150,24.996806550405974,50.82723295512078,1007.0205846898241,2.3561333695520075,0.0
2025-12-08 05:00:00+00:00,1147.0,79.9,81.7,20.4,36.4,134.0,150,26.541531251033618,38.900083547276665,1015.2230133411007,3.88282990465608,0.0
2025-12-08 06:00:00+00:00,986.0,73.1,75.2,15.4,37.0,162.0,150,24.991466938853016,46.151501308336435,1018.9831574332283,0.6028134721743785,0.0
2025-12-08 07:00:00+00:00,860.0,62.6,65.0,12.2,36.6,175.0,150,37.26139092254469,39.724730915754996,1009.9510854784031,3.6932589991229143,0.0
2025-12-08 08:00:00+00:00,744.0,56.0,58.7,10.1,35.5,178.0,100,27.93251387631033,45.36190120534001,1012.3299141666354,6.036464434930279,0.0
2025-12-08 09:00:00+00:00,689.0,52.0,54.8,11.0,34.7,174.0,100,22.711445355220498,75.80462694911759,1013.073440973646,0.9552389931107843,0.0
2025-12-08 10:00:00+00:00,739.0,51.2,53.8,17.6,34.5,158.0,100,32.11272456051594,45.759016667520854,1009.0755084345888,3.2845592514155935,0.0
2025-12-08 11:00:00+00:00,849.0,53.4,55.5,27.2,34.7,134.0,100,21.895781750144888,99.48573097256086,1016.2414021692193,2.0070267333050866,0.0
2025-12-08 12:00:00+00:00,931.0,55.2,57.0,31.1,36.2,115.0,100,29.044317975023777,67.39976851321333,1012.3952592569611,3.6388308092895536,0.0
2025-12-08 13:00:00+00:00,951.0,58.4,59.8,30.9,36.8,109.0,100,18.201649380601122,62.77254185542311,1015.0976622195351,3.0287216661236283,0.0
2025-12-08 14:00:00+00:00,943.0,60.5,61.7,30.5,37.5,101.0,150,21.359069755507846,47.1246332972818,1008.5625391109895,2.0377696364335356,0.0
2025-12-08 15:00:00+00:00,922.0,62.2,63.3,29.3,37.5,96.0,150,28.984306179345616,70.50464819113488,1010.8127084983829,3.731808427306611,0.0
2025-12-08 16:00:00+00:00,888.0,64.3,65.2,26.7,36.3,95.0,150,31.692332899977053,51.36543260643339,1016.6119067891389,5.7065221646801145,0.0
2025-12-08 17:00:00+00:00,841.0,65.7,66.4,23.2,34.3,97.0,150,28.85684140594985,61.83014721968042,1011.1358342395412,2.713644312409052,0.0
2025-12-08 18:00:00+00:00,795.0,65.0,65.7,19.9,32.3,98.0,150,27.421758588058797,98.40126807403192,1021.634819256167,4.079636913222273,0.0
2025-12-08 19:00:00+00:00,748.0,63.6,64.5,17.0,30.3,97.0,150,26.494481522053555,58.559101504130254,1011.001819071927,1.0600905631932545,0.0
2025-12-08 20:00:00+00:00,701.0,63.1,64.0,14.3,28.2,95.0,150,20.607390048162863,77.23909989428513,1014.1234236287594,1.565345434772987,9.557384674179172
2025-12-08 21:00:00+00:00,672.0,62.9,63.8,12.4,26.6,93.0,150,24.400778958026457,49.45235362311169,1017.6629541593654,3.708609416820566,0.0
2025-12-08 22:00:00+00:00,651.0,62.6,63.6,11.1,25.7,90.0,150,25.696806145201062,59.47517264254557,1005.9081713353348,5.226174042803947,0.0
2025-12-08 23:00:00+00:00,649.0,62.4,63.3,10.6,25.3,86.0,150,33.285611131094576,86.56200953453265,1004.1959559400962,3.53342002317849,0.0
2025-12-09 00:00:00+00:00,710.0,62.9,63.6,11.7,26.0,83.0,150,29.71809144784231,50.59549413318349,1005.3717184271495,2.5304129542152687,0.0
2025-12-09 01:00:00+00:00,903.0,64.3,65.0,16.4,27.4,76.0,150,19.18479922318633,87.18672836995393,1019.3129205171359,2.9989371081350313,0.0
2025-12-09 02:00:00+00:00,1161.0,68.5,69.2,22.7,29.3,67.0,150,29.620419846973974,70.61627903183214,1010.2407092705378,1.1243883990454238,0.0
2025-12-09 03:00:00+00:00,1323.0,69.8,70.5,26.1,30.8,68.0,150,26.074588597918417,51.56299836158598,1025.7909964283413,3.9067729895330503,0.0
2025-12-09 04:00:00+00:00,1310.0,70.3,71.0,24.1,31.6,87.0,150,24.615389998470206,69.48611608583282,1010.1787620067131,4.3234995934851135,0.0
2025-12-09 05:00:00+00:00,1202.0,64.5,65.2,19.2,32.0,116.0,150,31.05838144420434,74.58831674440094,1013.9227565159852,2.3218645007503795,0.0
2025-12-09 06:00:00+00:00,1079.0,54.1,54.9,15.0,31.9,138.0,100,33.154997612479754,69.32714943325794,1020.7105497628394,2.2949367783607477,8.658691641006683
2025-12-09 07:00:00+00:00,940.0,41.8,42.6,11.7,30.9,150.0,100,32.65640059558099,36.446629201643155,1023.0304644407956,3.398817344478073,0.0
2025-12-09 08:00:00+00:00,787.0,35.5,36.4,9.2,29.4,156.0,100,23.803912383886807,49.09294236262697,1023.307517883182,2.3449203959391065,4.208966537986579
2025-12-09 09:00:00+00:00,704.0,31.9,32.9,10.3,28.4,153.0,100,26.453938120743928,56.287220466727426,1019.0418311529658,2.9008010780612663,0.0
2025-12-09 10:00:00+00:00,744.0,30.3,31.4,18.1,28.1,137.0,100,29.65631715701782,58.88349856349931,1018.1203126290574,6.149582683749773,0.0
2025-12-09 11:00:00+00:00,853.0,33.2,34.2,29.5,28.3,112.0,100,32.877725635611796,69.31008146326018,1015.962634746006,2.629461448881005,0.0
2025-12-09 12:00:00+00:00,958.0,41.3,42.6,36.4,30.0,91.0,100,25.60412881077355,62.66551501399881,1016.8918053808331,2.4624897719681664,0.0
2025-12-09 13:00:00+00:00,1041.0,45.4,46.4,37.1,30.7,84.0,100,27.071705116680914,39.96983461934848,1010.2440714183573,2.028687291547261,0.0
2025-12-09 14:00:00+00:00,1120.0,47.8,48.8,37.9,31.7,75.0,100,22.46832512996986,65.70296776508945,1008.9090055828884,4.116287957249905,3.250677915856319
2025-12-09 15:00:00+00:00,1173.0,50.4,51.3,37.5,31.9,68.0,100,22.018966879596647,69.15878617925735,1012.9831277129452,2.7281637401728456,0.0
2025-12-09 16:00:00+00:00,1188.0,52.9,53.8,35.2,31.0,67.0,100,32.06262911197099,68.3968567189656,1012.1490768873754,2.025940442517861,0.0
2025-12-09 17:00:00+00:00,1178.0,54.9,55.9,31.6,29.3,68.0,100,34.78120014285412,76.21171088331933,1010.7338597533636,4.9819560484095184,0.0
2025-12-09 18:00:00+00:00,1151.0,54.9,55.9,27.9,27.6,69.0,100,27.63994939209833,72.50883231823356,1016.4819372372835,5.129404506770456,0.0
2025-12-09 19:00:00+00:00,1100.0,53.3,54.4,23.8,25.7,69.0,100,33.01766448946012,66.88770118842655,1017.7765260428525,2.099364651391942,6.470718794408033
2025-12-09 20:00:00+00:00,1033.0,51.9,53.0,19.6,23.8,70.0,100,29.80818012523817,58.94751432812029,1013.4420344314592,0.20019007295907576,0.0
2025-12-09 21:00:00+00:00,987.0,50.8,51.8,16.5,22.5,69.0,100,24.77440122697438,35.085585997260125,1020.3876504052763,4.511270534755383,0.0
2025-12-09 22:00:00+00:00,959.0,50.2,51.2,14.9,22.2,67.0,100,29.80697802754207,66.44427328698879,1007.2915544293325,1.973055261359994,0.0
2025-12-09 23:00:00+00:00,951.0,50.5,51.6,14.5,22.5,64.0,100,35.690182832329846,63.115315307446664,1012.0317027036014,4.1859383987441525,0.0
2025-12-10 00:00:00+00:00,1008.0,49.1,50.2,14.2,24.3,65.0,100,27.820869804450243,64.0736825579306,1009.415888396986,0.04484427343224695,7.99797178907857
2025-12-10 01:00:00+00:00,1202.0,53.8,54.7,19.3,26.8,58.0,100,35.82321827907003,40.84877136269536,1003.6673169146347,4.338896007448964,0.0
2025-12-10 02:00:00+00:00,1461.0,61.9,62.6,26.2,30.2,50.0,150,14.901274479551278,43.784151893876064,1012.5865965707865,1.1832421060788283,0.0
2025-12-10 03:00:00+00:00,1611.0,65.7,66.4,29.8,33.2,53.0,150,32.10951252187612,75.79729279999356,1012.3912624580836,4.096146178599787,0.0
2025-12-10 04:00:00+00:00,1552.0,68.2,68.7,27.2,35.3,78.0,150,28.435235341190857,59.406672692150174,1020.5672487162107,3.0214096017546512,0.0
2025-12-10 05:00:00+00:00,1384.0,65.2,65.7,21.4,36.9,114.0,150,26.504963247670663,70.22251046058936,1016.1540584227739,1.5690908709050326,0.0
2025-12-10 06:00:00+00:00,1229.0,58.9,59.5,16.5,37.8,143.0,100,28.45880388267751,60.42477564195692,1007.879065878354,2.3894455306098292,0.0
2025-12-10 07:00:00+00:00,1110.0,50.5,51.2,12.0,37.4,159.0,100,18.062155426995538,60.446342092436176,1022.2704628316709,4.029477685435051,0.0
2025-12-10 08:00:00+00:00,1004.0,45.5,46.3,8.3,36.2,167.0,100,26.90164056081244,74.07425708963997,1019.1051684776268,3.158841679672851,0.9847731299957462
2025-12-10 09:00:00+00:00,969.0,43.5,44.2,10.7,36.0,164.0,100,29.78556285755873,52.25932907673939,1015.9104885173431,3.8766194707087265,0.0
2025-12-10 10:00:00+00:00,1063.0,43.7,44.4,24.1,37.2,144.0,100,35.38947022370758,61.44181165411475,1011.8675795057509,5.9646608767732285,0.0
2025-12-10 11:00:00+00:00,1228.0,49.4,49.9,43.5,39.3,112.0,100,25.40864890863176,53.06587066942436,1008.2028038163826,0.6536375824334231,6.922804212451965
2025-12-10 12:00:00+00:00,1345.0,64.3,65.0,44.2,38.1,91.0,150,23.95753198553406,53.482556588515266,1011.1389661196447,5.425818862452935,0.0
2025-12-10 13:00:00+00:00,1352.0,75.2,75.7,48.6,40.4,79.0,150,25.491214782077318,55.36241814797041,1018.4437430985209,3.1565339062848192,0.0
2025-12-10 14:00:00+00:00,1312.0,81.0,81.7,54.7,43.6,63.0,150,32.57701058851037,63.33200657450569,1022.4229315296731,1.6518239275153077,0.0
2025-12-10 15:00:00+00:00,1292.0,88.7,89.4,58.8,45.9,50.0,150,29.643755548298422,52.818770675047844,1020.7162176413609,1.0045295613915153,0.0
2025-12-10 16:00:00+00:00,1334.0,100.1,100.8,59.6,46.8,44.0,200,25.351198981164806,78.83634188360281,1010.5557528910687,2.7163194138344497,0.0
2025-12-10 17:00:00+00:00,1397.0,108.7,109.4,58.5,46.9,41.0,200,30.56633716556678,46.580890466707444,1007.4019128335549,4.382475167886689,4.278764176645812
2025-12-10 18:00:00+00:00,1422.0,110.4,111.1,55.8,45.8,39.0,200,28.4853877467402,57.196925337579614,1013.7044312345561,2.8086763194336988,0.0
2025-12-10 19:00:00+00:00,1372.0,111.3,112.2,50.8,42.9,38.0,200,32.84322495266444,53.40403412588738,1004.1578031721857,5.2667323953710214,0.0
2025-12-10 20:00:00+00:00,1285.0,112.5,113.4,44.2,38.8,39.0,200,24.489734530613237,81.704668265306,1014.6158385709239,0.8232364649226618,0.0
2025-12-10 21:00:00+00:00,1218.0,112.5,113.4,38.4,35.5,40.0,200,26.361689267011158,62.94832164767362,1012.2619870685066,2.981866578230918,0.0
2025-12-10 22:00:00+00:00,1170.0,109.7,110.6,33.3,33.2,42.0,200,26.039459234339212,75.47766809202952,1010.6698174906588,1.1214098333803215,0.0
2025-12-10 23:00:00+00:00,1143.0,106.4,107.3,29.1,31.7,44.0,200,20.682425259339407,37.716594404445416,1005.026484663666,3.545447823937452,0.0
2025-12-11 00:00:00+00:00,1201.0,119.7,120.6,30.6,36.7,43.0,200,29.48060138532288,64.00575398803889,1015.5680005328486,4.33033108514595,0.0
2025-12-11 01:00:00+00:00,1457.0,130.9,131.8,38.2,42.1,36.0,300,29.305276360899448,73.34446193435156,1010.3364958016905,2.36885730947842,0.0
2025-12-11 02:00:00+00:00,1798.0,147.6,149.0,48.3,49.5,28.0,300,28.025567283212304,61.23425983913136,1007.1504158214485,-0.9063207849407013,5.61270314424324
2025-12-11 03:00:00+00:00,1953.0,147.6,148.1,52.3,54.5,37.0,300,26.827064333124266,75.98220562598027,998.6386889335918,3.298422220194742,0.0
2025-12-11 04:00:00+00:00,1751.0,136.4,137.4,44.7,54.8,78.0,300,20.92314628974793,52.24067324849442,1012.8624254747468,3.655107827600264,0.0
2025-12-11 05:00:00+00:00,1362.0,113.4,114.3,31.1,52.7,136.0,200,25.896773386173205,81.1402116027837,1021.8612579833488,3.606442132442546,0.0
2025-12-11 06:00:00+00:00,1030.0,84.3,85.2,20.1,50.5,177.0,150,26.286427417366152,94.48347185428875,1021.3062960727393,4.853673287733232,0.0
2025-12-11 07:00:00+00:00,823.0,65.7,66.4,13.6,48.6,189.0,150,23.988613653891903,54.55742159340512,1010.7145187170686,1.3934194805264268,0.0
2025-12-11 08:00:00+00:00,673.0,55.3,55.9,9.8,46.5,185.0,100,27.193571441669953,53.31746217898842,1009.9889396981911,4.020324158175674,0.0
2025-12-11 09:00:00+00:00,616.0,49.7,50.2,11.5,45.1,172.0,100,30.020254284072692,81.80076715676552,1015.3438712803751,4.7887612687169625,0.0
2025-12-11 10:00:00+00:00,691.0,46.9,47.4,22.4,44.2,149.0,100,37.43092950605265,83.69358218596068,1008.0080728040585,0.33211862399022474,0.0
2025-12-11 11:00:00+00:00,858.0,49.4,49.8,38.9,44.0,116.0,100,28.872889064159196,52.15709959270097,1014.5089594990974,3.4794777388784657,0.0
2025-12-11 12:00:00+00:00,1035.0,70.8,71.0,48.0,44.0,92.0,150,29.28775195361382,53.69719774356214,1016.8304013919235,2.2437302534884926,0.0
2025-12-11 13:00:00+00:00,1222.0,81.3,81.5,53.8,46.6,78.0,150,27.627770421169163,55.773230867092394,1019.1346661194216,2.8777159903475313,2.532154907392212
2025-12-11 14:00:00+00:00,1419.0,87.3,87.5,61.7,50.1,58.0,150,18.406143923504793,39.833242334485846,1012.4992296176002,3.5215147253075045,0.0
2025-12-11 15:00:00+00:00,1542.0,94.3,94.5,66.2,52.2,43.0,200,27.867430622753915,46.220220802737025,1011.9816312491151,2.2691571538296715,0.0
2025-12-11 16:00:00+00:00,1540.0,100.8,101.0,64.9,52.0,38.0,200,28.301151049705133,44.93788849871898,1008.6100870662171,1.9864378812575822,0.0
2025-12-11 17:00:00+00:00,1463.0,105.2,105.5,60.3,50.4,38.0,200,40.316210562426434,48.483036523438074,1008.8655982298008,3.051228626232037,0.0
2025-12-11 18:00:00+00:00,1379.0,106.4,106.9,54.7,48.2,40.0,200,27.038195176094387,59.47972668919828,1011.8676055404924,1.3691310917057962,0.0
2025-12-11 19:00:00+00:00,1300.0,105.9,106.4,47.7,44.9,43.0,200,29.507736711668063,63.51322098804781,1014.8368275340808,1.3712623066722218,0.0
2025-12-11 20:00:00+00:00,1215.0,106.9,107.3,39.6,41.0,47.0,200,27.826441151473784,83.25750739221115,1017.5679231311663,4.019059924434755,0.0
2025-12-11 21:00:00+00:00,1152.0,109.0,109.4,33.9,38.4,49.0,200,22.15660981190234,45.024689388918134,1008.9841052465982,1.2768089472620159,0.0
2025-12-11 22:00:00+00:00,1093.0,111.8,112.5,31.6,37.5,46.0,200,33.7141140725751,74.76483597714875,1020.4634428447976,3.9994687513638176,0.0
2025-12-11 23:00:00+00:00,1057.0,115.9,116.6,31.8,37.8,42.0,200,31.759665163433873,56.790167336617365,1011.6443819947872,3.693886939280927,0.0
2025-12-12 00:00:00+00:00,1130.0,131.8,132.2,37.5,41.1,35.0,300,31.955159735215233,59.25804435521351,1012.8931635282578,0.4112899068141047,0.0
2025-12-12 01:00:00+00:00,1441.0,143.0,143.9,45.3,47.5,27.0,300,23.453062726026303,70.12229238249905,1009.2639416042609,1.9836530214965173,0.0
2025-12-12 02:00:00+00:00,1860.0,161.1,161.6,55.5,56.4,19.0,300,35.013971554680495,43.159169676565526,1000.8787986986353,4.791164104571059,0.0
2025-12-12 03:00:00+00:00,2090.0,166.7,167.2,59.5,63.0,31.0,300,20.990744686038596,65.73614619276076,1017.4202269818053,1.5282517032904774,0.0
2025-12-12 04:00:00+00:00,1954.0,156.0,156.5,51.6,65.3,81.0,300,30.934285469001352,62.49678312319584,1016.6842194854622,2.3033936065359186,0.0
2025-12-12 05:00:00+00:00,1629.0,137.4,138.3,37.6,65.4,152.0,300,38.952278129049894,67.38676896012224,1011.5933622144089,3.693091339877845,0.0
2025-12-12 06:00:00+00:00,1341.0,114.3,115.5,26.1,64.9,207.0,200,23.04731837434656,64.33752965861727,1013.3349535861244,4.175085763923893,0.0
2025-12-12 07:00:00+00:00,1138.0,95.5,97.1,17.3,63.5,236.0,200,25.16851135198614,96.82950209866341,1015.5796960885204,2.6226916709332566,0.0
2025-12-12 08:00:00+00:00,973.0,86.8,89.2,11.0,61.6,250.0,150,28.498256825438204,50.43390023623026,1005.1872707155673,2.1037347079625377,0.0
2025-12-12 09:00:00+00:00,929.0,82.2,84.8,14.9,61.8,247.0,150,25.482621729419005,52.035045674972736,1010.3547366132685,5.133554792547761,3.169082285171323
2025-12-12 10:00:00+00:00,1070.0,80.6,83.4,34.8,63.8,220.0,150,20.246682844669337,50.65289210362853,1016.9713233981091,5.608349495696368,0.0
2025-12-12 11:00:00+00:00,1332.0,90.8,93.4,65.0,68.1,176.0,200,28.342814874030136,51.66784321259618,1006.7285528841537,4.468287076172693,0.0
2025-12-12 12:00:00+00:00,1609.0,167.2,171.4,98.6,90.2,140.0,300,22.688481431369475,50.439193090402235,1014.4677896608331,3.127977213847536,0.0
2025-12-12 13:00:00+00:00,1891.0,212.8,217.0,122.8,109.5,111.0,300,30.36796215317591,77.83524796661328,1006.217090976883,1.7876014175386103,3.8163363747851675
2025-12-12 14:00:00+00:00,2188.0,256.1,260.8,155.6,135.7,71.0,400,23.402878828830985,81.30756371984782,1015.3321499121677,1.754333390165152,0.0
2025-12-12 15:00:00+00:00,2428.0,291.5,295.2,176.2,153.0,40.0,400,35.7496720250877,51.438805593757856,1012.8217925885126,3.783771157898636,0.0
2025-12-12 16:00:00+00:00,2618.0,312.0,315.7,174.2,154.6,28.0,400,24.083733538318814,47.51466640343657,1004.9243409204724,3.6275973313330256,0.0
2025-12-12 17:00:00+00:00,2752.0,319.4,323.2,160.0,147.3,25.0,400,26.38969241897162,67.07123334579606,1018.8236967722859,5.102397889419644,0.0
2025-12-12 18:00:00+00:00,2736.0,312.0,315.7,144.3,135.2,24.0,400,32.06758608684835,51.716654335785435,1009.3270421160098,3.975675138804209,0.0
2025-12-12 19:00:00+00:00,2444.0,290.6,294.3,129.6,116.6,25.0,400,21.845678417830225,69.49397726633266,1008.9487378149281,0.7453795473602729,0.0
2025-12-12 20:00:00+00:00,2002.0,269.2,272.9,113.4,93.3,28.0,400,29.137299673020646,63.0438453127695,1014.0028459861547,4.577921426584378,0.0
2025-12-12 21:00:00+00:00,1699.0,250.5,253.3,98.8,74.9,31.0,400,34.53571377141214,37.26383827504152,1018.7431867471436,1.5029090590283807,0.0
2025-12-12 22:00:00+00:00,1621.0,237.0,239.3,86.1,65.2,33.0,300,19.96258382719386,83.21257801995093,1007.920890905108,2.4240430920714724,0.0
2025-12-12 23:00:00+00:00,1681.0,228.6,231.4,75.1,60.5,35.0,300,28.92316929266152,86.93816509643283,1013.3083992492399,3.3753003093775416,0.0
2025-12-13 00:00:00+00:00,1912.0,222.6,224.9,62.6,58.9,41.0,300,29.299413971242117,50.80816964273421,1015.1440825016529,5.993501234675946,0.0
2025-12-13 01:00:00+00:00,2525.0,229.1,231.4,68.8,63.0,34.0,300,31.90911435888655,54.18447660096024,1016.4655280363157,7.664877834008041,0.0
2025-12-13 02:00:00+00:00,3308.0,242.1,244.0,76.8,68.7,27.0,300,21.81524644560959,64.28798086087357,1013.8822077763862,3.910084588704274,0.0
2025-12-13 03:00:00+00:00,3660.0,238.4,239.3,77.7,72.8,43.0,300,21.397716934578618,65.01685184980538,1011.1648608045834,2.7252050719194183,4.552533403310045
2025-12-13 04:00:00+00:00,3167.0,211.4,212.8,65.0,73.1,104.0,300,30.60970782808449,69.87816409009245,1008.8620488967564,3.8017584727208256,0.0
2025-12-13 05:00:00+00:00,2242.0,188.6,190.0,45.3,71.8,187.0,300,29.48492336616593,90.15306808149525,1013.4307194152319,4.3314831388107535,0.0
2025-12-13 06:00:00+00:00,1520.0,162.1,164.4,30.1,72.7,251.0,300,29.252464251729382,57.34579158758926,1007.639304940072,2.5189985616642123,0.0
2025-12-13 07:00:00+00:00,1244.0,136.0,138.8,21.3,78.3,280.0,300,29.732241047484877,48.02554133192319,998.393247582527,5.692817033868483,0.0
2025-12-13 08:00:00+00:00,1170.0,122.5,125.3,16.8,86.0,288.0,300,24.599876392107547,39.31021157978209,1015.1827990207884,3.345106138787103,0.0
2025-12-13 09:00:00+00:00,1204.0,113.4,116.6,22.4,92.2,279.0,200,29.161268485805017,49.036049400871214,1017.519674205431,3.7466146336370914,0.0
2025-12-13 10:00:00+00:00,1339.0,109.7,112.9,45.5,95.4,245.0,200,29.465362366493405,59.503095406893046,1001.1853378222908,3.998886378081692,0.0
2025-12-13 11:00:00+00:00,1582.0,128.5,131.3,78.5,97.0,194.0,300,24.42824290986816,86.91836795276681,1007.9513464764503,3.6323799159216836,0.0
2025-12-13 12:00:00+00:00,1860.0,200.7,204.9,91.6,89.6,145.0,300,37.328872555723784,52.235830514457426,1016.095771305026,4.258410750704418,0.0
2025-12-13 13:00:00+00:00,2203.0,231.4,235.2,101.4,95.0,115.0,300,30.36916460455894,63.35681927458348,1023.2874773485585,2.074120220179615,0.0
2025-12-13 14:00:00+00:00,2581.0,257.0,260.8,114.5,102.1,75.0,400,22.043482513986756,59.753656558908716,1013.103968538377,2.1625473690809542,0.0
2025-12-13 15:00:00+00:00,2834.0,267.3,271.0,121.6,104.7,44.0,400,31.28276804316915,77.82589910172126,1009.3599852938544,1.3497686505424578,5.829354493769084
2025-12-13 16:00:00+00:00,2856.0,262.6,265.4,117.8,99.2,34.0,400,23.126591648863393,97.90398638810433,1012.0855177944758,3.6592518459303394,0.0
2025-12-13 17:00:00+00:00,2753.0,251.5,254.3,108.1,89.2,34.0,400,31.93542301871226,52.03696840619519,1019.8743820957409,4.168404755268171,2.4651270459230936
2025-12-13 18:00:00+00:00,2676.0,244.0,245.9,97.8,79.8,36.0,300,33.79297789503702,52.658408362226666,1009.7701791043773,3.686659299227829,0.0
2025-12-13 19:00:00+00:00,2687.0,237.5,240.3,88.1,72.3,36.0,300,23.89658840824145,75.66241315603608,1009.0040399667487,5.5117386500213055,1.8076031886313464
2025-12-13 20:00:00+00:00,2724.0,232.8,235.2,77.9,65.3,38.0,300,32.816880646221605,70.22837234439467,1010.5862823890899,2.9916059717564303,0.0
2025-12-13 21:00:00+00:00,2758.0,230.5,233.3,69.4,60.3,38.0,300,30.06390463468249,87.7006098860405,1008.2333569587064,4.003112483388769,0.0
2025-12-13 22:00:00+00:00,2754.0,230.0,232.4,62.9,57.2,36.0,300,32.11030079997245,68.75892277988946,1013.6133515799739,1.3624486857910285,0.0
2025-12-13 23:00:00+00:00,2746.0,230.0,232.4,58.2,56.1,34.0,300,37.48396491326974,54.610618638194104,1021.1233922923478,2.4193504462883983,0.0
2025-12-14 00:00:00+00:00,2809.0,227.2,229.6,47.5,52.9,34.0,300,26.773059419985646,68.85982246038463,1014.6153963655802,4.0433066363486665,0.0
2025-12-14 01:00:00+00:00,3089.0,230.0,231.9,56.3,59.2,27.0,300,24.23131917821255,76.63055370874362,1011.7382324893686,4.273653166114716,0.0
